1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ШтрихКод;ЛокальныйКод;Внешний код;Наименование;Полное наименование;ЕдиницаИзмерения;Группа;Группа2;Группа3;Группа4;Группа5;НДС;ЦенаПродажи;Страна;Поставщик;ЦенаЗакупки;Остаток;Производитель;ИНН Производителя;КПП Производителя;Импортер;ИНН Импортера;КПП Ипортера;Табак;Алкоголь;Крепость;Объем;АлкоКод;Вид алкогольной продукции
4690388004545;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388014629;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388014650;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388050498;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388055486;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388055509;5330;fd26ee83-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  80  г;Чипсы Lays  в ассортименте  80  г;шт;Чипсы;Снеки, сухие завтраки;;;;;57;;;;15;;;;;;;;;;;;;
4690388003692;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388003784;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388003951;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004026;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004101;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004194;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004286;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004477;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004552;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388004651;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388052751;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388052768;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388055288;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388055301;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388056711;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388056735;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388058074;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690388058081;5331;fd26ee85-6625-11e0-aca4-0025222dc009;Чипсы Lays  в ассортименте  150  г;Чипсы Lays  в ассортименте  150  г;шт;Чипсы;Снеки, сухие завтраки;;;;;100;;;;9;;;;;;;;;;;;;
4690228004018;5342;60665e61-66ed-11e0-aca5-0025222dc009;Домик в деревне  молоко 3,2% 950 гр;Домик в деревне  молоко 3,2% 950 гр;шт;Молоко, коктель, сух. молоко;Молочная продукция;;;;;90;;;;6;;;;;;;;;;;;;
;5371;819f6048-6a4f-11e0-aca9-0025222dc009;Акбар "Голд" чай черный байховый мелкий 2*25 гр;Акбар "Голд" чай черный байховый мелкий 2*25 гр;шт;Чай, 3 в 1 кофе;;;;;;77;;;;4;;;;;;;;;;;;;
4607011281389;5371;819f6048-6a4f-11e0-aca9-0025222dc009;Акбар "Голд" чай черный байховый мелкий 2*25 гр;Акбар "Голд" чай черный байховый мелкий 2*25 гр;шт;Чай, 3 в 1 кофе;;;;;;77;;;;4;;;;;;;;;;;;;
46084286;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46084293;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46084309;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46084415;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46146687;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46146694;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46146700;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46191649;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46197443;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46207029;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46207036;5398;8d43c8d0-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Gold;Л,Д  Club Gold;шт;Сигареты;;;;;;111;;;;1;;;;;;;;;;;;;
46084316;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46084323;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46084330;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46084422;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46146717;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46146724;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46146731;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46185624;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46197450;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46207050;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46207067;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
46207074;5399;8d43c8d2-6ef5-11e0-acaf-0025222dc009;Л,Д  Club Platinum;Л,Д  Club Platinum;шт;Сигареты;;;;;;111;;;;7;;;;;;;;;;;;;
8714100707500;5414;122ac971-71ef-11e0-acb3-0025222dc009;Рожок  Золотой стандарт 100гр;Рожок  Золотой стандарт 100гр;шт;Мороженое;Мороженое, замороженные продукты;;;;;69;;;;19;;;;;;;;;;;;;
4670016470836;5420;122ac982-71ef-11e0-acb3-0025222dc009;Кофе Сенатор  Бариста 100 гр;Кофе Сенатор  Бариста 100 гр;шт;Чай, 3 в 1 кофе;;;;;;141;;;;1;;;;;;;;;;;;;
4670016472328;5420;122ac982-71ef-11e0-acb3-0025222dc009;Кофе Сенатор  Бариста 100 гр;Кофе Сенатор  Бариста 100 гр;шт;Чай, 3 в 1 кофе;;;;;;141;;;;1;;;;;;;;;;;;;
4600288015459;5422;122ac986-71ef-11e0-acb3-0025222dc009;Императорский Повседневный зеленый чай 25*2гр;Императорский Повседневный зеленый чай 25*2гр;шт;Чай, 3 в 1 кофе;;;;;;51;;;;1;;;;;;;;;;;;;
4620000210467;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210474;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210504;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210511;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210528;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210535;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210542;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210559;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210634;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000210993;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000211013;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000211570;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000211587;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000211594;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4620000211600;5430;0ab2f404-7517-11e0-acb8-0025222dc009;Освежающие влажные салфетки  15 шт;Освежающие влажные салфетки  15 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;10;;;;2;;;;;;;;;;;;;
4610000821091;5438;aa59b89c-75dd-11e0-acb9-0025222dc009;Чеснок сушеный молотый "Приправыч" 10 г;Чеснок сушеный молотый "Приправыч" 10 г;шт;Приправы, уксус, сода;;;;;;8;;;;3;;;;;;;;;;;;;
4605664002412;5454;1e6864d1-7772-11e0-acbb-0025222dc009;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;81;;;;11;;;;;;;;;;;;;
4605664002634;5454;1e6864d1-7772-11e0-acbb-0025222dc009;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;81;;;;11;;;;;;;;;;;;;
4605664011766;5454;1e6864d1-7772-11e0-acbb-0025222dc009;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;Эсса пиво светлое со вкусом ананаса и грейпфрута 6,2% 0,5 л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;81;;;;11;;;;;;;;;;;;;
             ;5456;379b4950-7a98-11e0-acc1-0025222dc009;Кент Iswitch;Кент Iswitch;шт;Сигареты;;;;;;145;;;;6;;;;;;;;;;;;;
46121684;5456;379b4950-7a98-11e0-acc1-0025222dc009;Кент Iswitch;Кент Iswitch;шт;Сигареты;;;;;;145;;;;6;;;;;;;;;;;;;
46207975;5456;379b4950-7a98-11e0-acc1-0025222dc009;Кент Iswitch;Кент Iswitch;шт;Сигареты;;;;;;145;;;;6;;;;;;;;;;;;;
8936007350645;5461;d0802217-7b60-11e0-acc2-0025222dc009;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;шт;Овощная;Консервация;;;;;80;;;;6;;;;;;;;;;;;;
8936007350652;5461;d0802217-7b60-11e0-acc2-0025222dc009;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;шт;Овощная;Консервация;;;;;80;;;;6;;;;;;;;;;;;;
8936007350669;5461;d0802217-7b60-11e0-acc2-0025222dc009;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;шт;Овощная;Консервация;;;;;80;;;;6;;;;;;;;;;;;;
8936007350676;5461;d0802217-7b60-11e0-acc2-0025222dc009;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;шт;Овощная;Консервация;;;;;80;;;;6;;;;;;;;;;;;;
8938520492741;5461;d0802217-7b60-11e0-acc2-0025222dc009;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;Корнишоны маринованные  БаринЪ в ассортименте 500 мл;шт;Овощная;Консервация;;;;;80;;;;6;;;;;;;;;;;;;
;5464;d080221d-7b60-11e0-acc2-0025222dc009;Рис длинозерный крупа кг/203/;Рис длинозерный крупа кг/203/;кг;Крупа весовая;Бакалея;;;;;64;;;;0,686;;;;;;;;;;;;;
4606779198106;5498;2bab9ad5-80df-11e0-acc9-0025222dc009;Сметановна сметанный продукт  20 % Ehrmann 375 гр;Сметановна сметанный продукт  20 % Ehrmann 375 гр;шт;Йогурты, творожки;Молочная продукция;;;;;119;;;;3;;;;;;;;;;;;;
8710732217127;5499;39493a90-811d-11e0-acc9-0025222dc009;Зажигалка  Cricket шт;Зажигалка  Cricket шт;шт;Сигареты;;;;;;34;;;;17;;;;;;;;;;;;;
8710732220448;5499;39493a90-811d-11e0-acc9-0025222dc009;Зажигалка  Cricket шт;Зажигалка  Cricket шт;шт;Сигареты;;;;;;34;;;;17;;;;;;;;;;;;;
4600494510601;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494518157;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494519420;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494520020;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494522147;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494601538;5503;c83d984f-81cc-11e0-acca-0025222dc009;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;Аква Минерале Актив в ассортименте негаз. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;51;;;;7;;;;;;;;;;;;;
4600494000058;5505;c83d9853-81cc-11e0-acca-0025222dc009;Аква Минерале в ассорт. вода 0,6 л пэт;Аква Минерале в ассорт. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;37;;;;23;;;;;;;;;;;;;
4600494000393;5505;c83d9853-81cc-11e0-acca-0025222dc009;Аква Минерале в ассорт. вода 0,6 л пэт;Аква Минерале в ассорт. вода 0,6 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;37;;;;23;;;;;;;;;;;;;
46494139;5506;c83d9856-81cc-11e0-acca-0025222dc009;Пепси-Кола напиток сильногазированный 0,33 л ж/б;Пепси-Кола напиток сильногазированный 0,33 л ж/б;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;41;;;;8;;;;;;;;;;;;;
4600494310072;5508;c83d985a-81cc-11e0-acca-0025222dc009;Пепси-Кола напиток сильногазированный 1 л пэт;Пепси-Кола напиток сильногазированный 1 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;79;;;;12;;;;;;;;;;;;;
4600494602269;5508;c83d985a-81cc-11e0-acca-0025222dc009;Пепси-Кола напиток сильногазированный 1 л пэт;Пепси-Кола напиток сильногазированный 1 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;79;;;;12;;;;;;;;;;;;;
4600494000027;5509;c83d985c-81cc-11e0-acca-0025222dc009;Пепси Лайт напиток сильногазированный 0,5 л пэт;Пепси Лайт напиток сильногазированный 0,5 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600494601934;5509;c83d985c-81cc-11e0-acca-0025222dc009;Пепси Лайт напиток сильногазированный 0,5 л пэт;Пепси Лайт напиток сильногазированный 0,5 л пэт;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600494515781;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494600463;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494600494;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494600524;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494600555;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494600586;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494601798;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4600494601866;5511;c83d9860-81cc-11e0-acca-0025222dc009;Липтон чай  б/а в ассорт. 0,5 л;Липтон чай  б/а в ассорт. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;62;;;;24;;;;;;;;;;;;;
4607148250784;5515;f277efe5-81e0-11e0-accb-0025222dc009;Хлеб белый 1 сорт (нарезка)550 гр ООО Нива;Хлеб белый 1 сорт (нарезка)550 гр ООО Нива;шт;Хлеб, х/ б изд;;;;;;30;;;;5;;;;;;;;;;;;;
4607065375980;5525;87981384-827b-11e0-accc-0025222dc009;Китекат говядина в желе 100 г;Китекат говядина в желе 100 г;шт;Корма для животных;;;;;;18;;;;14;;;;;;;;;;;;;
5000159446327;5525;87981384-827b-11e0-accc-0025222dc009;Китекат говядина в желе 100 г;Китекат говядина в желе 100 г;шт;Корма для животных;;;;;;18;;;;14;;;;;;;;;;;;;
5000159451543;5525;87981384-827b-11e0-accc-0025222dc009;Китекат говядина в желе 100 г;Китекат говядина в желе 100 г;шт;Корма для животных;;;;;;18;;;;14;;;;;;;;;;;;;
4606720009574;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373009;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373023;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373047;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373061;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373085;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
4607065373108;5551;eec2fcfb-87ff-11e0-acd3-0025222dc009;Коркунов шоколад в ассорт. 90 гр;Коркунов шоколад в ассорт. 90 гр;шт;Шоколад;Кондитерские изделия;;;;;137;;;;3;;;;;;;;;;;;;
