1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ШтрихКод;ЛокальныйКод;Внешний код;Наименование;Полное наименование;ЕдиницаИзмерения;Группа;Группа2;Группа3;Группа4;Группа5;НДС;ЦенаПродажи;Страна;Поставщик;ЦенаЗакупки;Остаток;Производитель;ИНН Производителя;КПП Производителя;Импортер;ИНН Импортера;КПП Ипортера;Табак;Алкоголь;Крепость;Объем;АлкоКод;Вид алкогольной продукции
4630006261288;9500;718e4688-394b-11e4-b206-0025222dc009;Балык говяжий нарезка Красноярск 120 гр;Балык говяжий нарезка Красноярск 120 гр;шт;Колбасные изделия ;;;;;;163;;;;1;;;;;;;;;;;;;
4630005551540;9501;718e468a-394b-11e4-b206-0025222dc009;Колбаса Деревенская вар/со шпиком 500 гр Даурия;Колбаса Деревенская вар/со шпиком 500 гр Даурия;шт;Колбасные изделия ;;;;;;100;;;;1;;;;;;;;;;;;;
7622210210913;9511;813de951-3a15-11e4-b207-0025222dc009;Альпен Гольд  MaxFun мол.шоколад 160 гр;Альпен Гольд  MaxFun мол.шоколад 160 гр;шт;Шоколад;Кондитерские изделия;;;;;200;;;;1;;;;;;;;;;;;;
7622210210920;9511;813de951-3a15-11e4-b207-0025222dc009;Альпен Гольд  MaxFun мол.шоколад 160 гр;Альпен Гольд  MaxFun мол.шоколад 160 гр;шт;Шоколад;Кондитерские изделия;;;;;200;;;;1;;;;;;;;;;;;;
7622210414908;9511;813de951-3a15-11e4-b207-0025222dc009;Альпен Гольд  MaxFun мол.шоколад 160 гр;Альпен Гольд  MaxFun мол.шоколад 160 гр;шт;Шоколад;Кондитерские изделия;;;;;200;;;;1;;;;;;;;;;;;;
4620017450726;9521;fcc597d2-3e00-11e4-b20d-0025222dc009;Карамель Страйк 11,3 гр;Карамель Страйк 11,3 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;2;;;;49;;;;;;;;;;;;;
4620017451150;9521;fcc597d2-3e00-11e4-b20d-0025222dc009;Карамель Страйк 11,3 гр;Карамель Страйк 11,3 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;2;;;;49;;;;;;;;;;;;;
4620017451303;9521;fcc597d2-3e00-11e4-b20d-0025222dc009;Карамель Страйк 11,3 гр;Карамель Страйк 11,3 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;2;;;;49;;;;;;;;;;;;;
4607020030527;9524;fcc597ee-3e00-11e4-b20d-0025222dc009;Кондиционер для белья " Золушка" 750 мл;Кондиционер для белья " Золушка" 750 мл;шт;Бытовая ;Хоз. товары;;;;;49;;;;2;;;;;;;;;;;;;
4607020030732;9524;fcc597ee-3e00-11e4-b20d-0025222dc009;Кондиционер для белья " Золушка" 750 мл;Кондиционер для белья " Золушка" 750 мл;шт;Бытовая ;Хоз. товары;;;;;49;;;;2;;;;;;;;;;;;;
4607020032835;9524;fcc597ee-3e00-11e4-b20d-0025222dc009;Кондиционер для белья " Золушка" 750 мл;Кондиционер для белья " Золушка" 750 мл;шт;Бытовая ;Хоз. товары;;;;;49;;;;2;;;;;;;;;;;;;
4607020032897;9524;fcc597ee-3e00-11e4-b20d-0025222dc009;Кондиционер для белья " Золушка" 750 мл;Кондиционер для белья " Золушка" 750 мл;шт;Бытовая ;Хоз. товары;;;;;49;;;;2;;;;;;;;;;;;;
4605845000565;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4605845000572;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4605845000589;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4605845002255;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4605845002262;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4605845002279;9526;fcc597f2-3e00-11e4-b20d-0025222dc009;Кондиционер для белья Хелп 750гр;Кондиционер для белья Хелп 750гр;шт;Бытовая ;Хоз. товары;;;;;53;;;;1;;;;;;;;;;;;;
4601653015920;9540;69350139-3f93-11e4-b20f-0025222dc009;Вест мундштук;Вест мундштук;шт;Сигареты;;;;;;72;;;;5;;;;;;;;;;;;;
4601653015944;9540;69350139-3f93-11e4-b20f-0025222dc009;Вест мундштук;Вест мундштук;шт;Сигареты;;;;;;72;;;;5;;;;;;;;;;;;;
4601653015968;9540;69350139-3f93-11e4-b20f-0025222dc009;Вест мундштук;Вест мундштук;шт;Сигареты;;;;;;72;;;;5;;;;;;;;;;;;;
4601653023239;9540;69350139-3f93-11e4-b20f-0025222dc009;Вест мундштук;Вест мундштук;шт;Сигареты;;;;;;72;;;;5;;;;;;;;;;;;;
4601653024618;9540;69350139-3f93-11e4-b20f-0025222dc009;Вест мундштук;Вест мундштук;шт;Сигареты;;;;;;72;;;;5;;;;;;;;;;;;;
1034947707011;9551;b7b2ed3c-41ed-11e4-b212-0025222dc009;Хилвей Роял Цейлон 100 шт*2 гр;Хилвей Роял Цейлон 100 шт*2 гр;шт;Чай, 3 в 1 кофе;;;;;;294;;;;2;;;;;;;;;;;;;
1034947707776;9551;b7b2ed3c-41ed-11e4-b212-0025222dc009;Хилвей Роял Цейлон 100 шт*2 гр;Хилвей Роял Цейлон 100 шт*2 гр;шт;Чай, 3 в 1 кофе;;;;;;294;;;;2;;;;;;;;;;;;;
8886300990058;9551;b7b2ed3c-41ed-11e4-b212-0025222dc009;Хилвей Роял Цейлон 100 шт*2 гр;Хилвей Роял Цейлон 100 шт*2 гр;шт;Чай, 3 в 1 кофе;;;;;;294;;;;2;;;;;;;;;;;;;
4627097680388;9558;b7b2ed64-41ed-11e4-b212-0025222dc009;Батарейки алкалиновые шт;Батарейки алкалиновые шт;шт;Сигареты;;;;;;16;;;;10;;;;;;;;;;;;;
4627097680395;9558;b7b2ed64-41ed-11e4-b212-0025222dc009;Батарейки алкалиновые шт;Батарейки алкалиновые шт;шт;Сигареты;;;;;;16;;;;10;;;;;;;;;;;;;
4602228000310;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4602228000334;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4602228000358;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4602228000372;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4602228000396;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4602228000419;9560;b7b2ed68-41ed-11e4-b212-0025222dc009;Презервативы Гусарские ;Презервативы Гусарские ;шт;Изделия мед. назначения;Сигареты;;;;;116;;;;21;;;;;;;;;;;;;
4620749681191;9567;bc84b7a0-42b8-11e4-b213-0025222dc009;Sunfeel Томатная паста  ж/б  70 гр;Sunfeel Томатная паста  ж/б  70 гр;шт;Кетчупы, томат. паста, горчица;;;;;;29;;;;5;;;;;;;;;;;;;
4601501282108;9605;d29296c3-4771-11e4-b219-0025222dc009;Крушовице пиво темное 4,1 % 0,5 л ст;Крушовице пиво темное 4,1 % 0,5 л ст;шт;Пиво;Слабоалкогольная продукция;;;;;77;;;;35;;;;;;;;;;;;;
4606180009176;9608;d29296cf-4771-11e4-b219-0025222dc009;Голубцы Главпродукт 525 гр;Голубцы Главпродукт 525 гр;шт;Консервация;;;;;;74;;;;3;;;;;;;;;;;;;
4606180010967;9608;d29296cf-4771-11e4-b219-0025222dc009;Голубцы Главпродукт 525 гр;Голубцы Главпродукт 525 гр;шт;Консервация;;;;;;74;;;;3;;;;;;;;;;;;;
4607010733551;9623;4d40a370-4839-11e4-b21a-0025222dc009;Мидии Балтийский Берег 210 гр;Мидии Балтийский Берег 210 гр;шт;Рыба, икра, салаты;;;;;;140;;;;1;;;;;;;;;;;;;
4607010738099;9623;4d40a370-4839-11e4-b21a-0025222dc009;Мидии Балтийский Берег 210 гр;Мидии Балтийский Берег 210 гр;шт;Рыба, икра, салаты;;;;;;140;;;;1;;;;;;;;;;;;;
4607058595005;9624;4d40a384-4839-11e4-b21a-0025222dc009;Карбонад "Юбилейный" Красноярск 130 гр;Карбонад "Юбилейный" Красноярск 130 гр;шт;Колбасные изделия ;;;;;;126;;;;1;;;;;;;;;;;;;
4607088806355;9626;4d40a388-4839-11e4-b21a-0025222dc009;Колбаса По-татарски п/к Красноярск 350 гр;Колбаса По-татарски п/к Красноярск 350 гр;шт;Колбасные изделия ;;;;;;130;;;;1;;;;;;;;;;;;;
4607029052056;9634;0af656e7-49cb-11e4-b21d-0025222dc009;Кубаночка Томатная паста 140 гр ж/б;Кубаночка Томатная паста 140 гр ж/б;шт;Кетчупы, томат. паста, горчица;;;;;;44;;;;6;;;;;;;;;;;;;
4605496006138;9636;7a6549fd-49e8-11e4-b21e-0025222dc009;Бульон домашний  Роллтон в ас-те 100 гр;Бульон домашний  Роллтон в ас-те 100 гр;шт;Приправы, уксус, сода;;;;;;40;;;;7;;;;;;;;;;;;;
4605496006145;9636;7a6549fd-49e8-11e4-b21e-0025222dc009;Бульон домашний  Роллтон в ас-те 100 гр;Бульон домашний  Роллтон в ас-те 100 гр;шт;Приправы, уксус, сода;;;;;;40;;;;7;;;;;;;;;;;;;
4605496006152;9636;7a6549fd-49e8-11e4-b21e-0025222dc009;Бульон домашний  Роллтон в ас-те 100 гр;Бульон домашний  Роллтон в ас-те 100 гр;шт;Приправы, уксус, сода;;;;;;40;;;;7;;;;;;;;;;;;;
4605496011095;9636;7a6549fd-49e8-11e4-b21e-0025222dc009;Бульон домашний  Роллтон в ас-те 100 гр;Бульон домашний  Роллтон в ас-те 100 гр;шт;Приправы, уксус, сода;;;;;;40;;;;7;;;;;;;;;;;;;
4605496016632;9636;7a6549fd-49e8-11e4-b21e-0025222dc009;Бульон домашний  Роллтон в ас-те 100 гр;Бульон домашний  Роллтон в ас-те 100 гр;шт;Приправы, уксус, сода;;;;;;40;;;;7;;;;;;;;;;;;;
4604248003043;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4604248003050;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4604248003067;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4604248003845;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4604248008505;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4604248008536;9828;62e4f0bb-665b-11e4-b22c-0025222dc009;Махеев кетчуп д/п в ассортименте 500 гр;Махеев кетчуп д/п в ассортименте 500 гр;шт;Кетчупы, томат. паста, горчица;;;;;;78;;;;1;;;;;;;;;;;;;
4610000822890;9966;859df0ee-7f3c-11e4-b309-0025222dc009;Кориандр молотый "Приправыч" 15 гр;Кориандр молотый "Приправыч" 15 гр;шт;Приправы, уксус, сода;;;;;;6;;;;2;;;;;;;;;;;;;
4607068534605;9968;62a9d53a-7f62-11e4-b309-0025222dc009;Хе филе-кусочки из сельди г. Омск 180 гр;Хе филе-кусочки из сельди г. Омск 180 гр;шт;Рыба, икра, салаты;;;;;;84;;;;1;;;;;;;;;;;;;
4607807010759;1937;f044e1b8-d5fa-11e5-b30f-001e8c783f4c;Чай Хейлис Эрл Грей 25 пак*2 гр;Чай Хейлис Эрл Грей 25 пак*2 гр;шт;Чай, 3 в 1 кофе;;;;;;121;;;;2;;;;;;;;;;;;;
4791045001775;1937;f044e1b8-d5fa-11e5-b30f-001e8c783f4c;Чай Хейлис Эрл Грей 25 пак*2 гр;Чай Хейлис Эрл Грей 25 пак*2 гр;шт;Чай, 3 в 1 кофе;;;;;;121;;;;2;;;;;;;;;;;;;
46146625;9776;5bcc343a-5f03-11e4-b33b-0025222dc009;Орбит XXL жевательная резинка15 драже;Орбит XXL жевательная резинка15 драже;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;35;;;;51;;;;;;;;;;;;;
46146632;9776;5bcc343a-5f03-11e4-b33b-0025222dc009;Орбит XXL жевательная резинка15 драже;Орбит XXL жевательная резинка15 драже;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;35;;;;51;;;;;;;;;;;;;
46153715;9776;5bcc343a-5f03-11e4-b33b-0025222dc009;Орбит XXL жевательная резинка15 драже;Орбит XXL жевательная резинка15 драже;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;35;;;;51;;;;;;;;;;;;;
46196613;9776;5bcc343a-5f03-11e4-b33b-0025222dc009;Орбит XXL жевательная резинка15 драже;Орбит XXL жевательная резинка15 драже;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;35;;;;51;;;;;;;;;;;;;
;11854;6e0344d3-c4bb-11e5-b342-001e8c783f4c;Минтай б/г кг/1542/;Минтай б/г кг/1542/;кг;Рыба, икра, салаты;;;;;;143;;;;13,588;;;;;;;;;;;;;
;11857;6e0344f3-c4bb-11e5-b342-001e8c783f4c;Рулет свиной/Океан/ кг;Рулет свиной/Океан/ кг;кг;Замороженные продукты;Мороженое, замороженные продукты;;;;;650;;;;0,001;;;;;;;;;;;;;
8886300990041;1858;963b17c0-c4c2-11e5-b342-001e8c783f4c;Хилвей  чай Роял Цейлон. 25 шт.-2 гр.;Хилвей  чай Роял Цейлон. 25 шт.-2 гр.;шт;Чай, 3 в 1 кофе;;;;;;81;;;;1;;;;;;;;;;;;;
;435;dced0e04-e19d-11e4-b3cf-0025222dc009;Ротманс Demi сильвер;Ротманс Demi сильвер;шт;Сигареты;;;;;;105;;;;9;;;;;;;;;;;;;
46151872;435;dced0e04-e19d-11e4-b3cf-0025222dc009;Ротманс Demi сильвер;Ротманс Demi сильвер;шт;Сигареты;;;;;;105;;;;9;;;;;;;;;;;;;
;4;05c20a5a-cb8c-11de-b3de-000ea6f87aa1;Сахар кг/682/;Сахар кг/682/;кг;Сахар;Бакалея;;;;;60;;;;13;;;;;;;;;;;;;
4650062931017;38;5ee36bd5-cc18-11de-b3e0-000ea6f87aa1;Конина туш. в/с г.Курган 338 г.;Конина туш. в/с г.Курган 338 г.;шт;Мясная;Консервация;;;;;124;;;;4;;;;;;;;;;;;;
4607093990476;39;5ee36bd7-cc18-11de-b3e0-000ea6f87aa1;Свинина туш. в/с г. Курган 338 г.;Свинина туш. в/с г. Курган 338 г.;шт;Мясная;Консервация;;;;;117;;;;3;;;;;;;;;;;;;
4650062930980;39;5ee36bd7-cc18-11de-b3e0-000ea6f87aa1;Свинина туш. в/с г. Курган 338 г.;Свинина туш. в/с г. Курган 338 г.;шт;Мясная;Консервация;;;;;117;;;;3;;;;;;;;;;;;;
7930043070186;44;ec2bbda1-cc22-11de-b3e0-000ea6f87aa1;Свинина туш. Потанино 325 гр.;Свинина туш. Потанино 325 гр.;шт;Мясная;Консервация;;;;;96;;;;1;;;;;;;;;;;;;
4607118700059;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4610007350013;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4610007350020;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4620001130160;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4810023000149;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4870212480176;59;ec2bbdbb-cc22-11de-b3e0-000ea6f87aa1;Соль  Экстра 1 кг;Соль  Экстра 1 кг;шт;Бакалея;;;;;;14;;;;23;;;;;;;;;;;;;
4680001220407;64;ec2bbdc4-cc22-11de-b3e0-000ea6f87aa1;Подсолнечное масло Злато раф.1 л;Подсолнечное масло Злато раф.1 л;шт;Растительное масло;;;;;;99;;;;17;;;;;;;;;;;;;
4665297620162;73;ec2bbdd5-cc22-11de-b3e0-000ea6f87aa1;Фасоль "Ларица" 650 г.;Фасоль "Ларица" 650 г.;шт;Крупа фасованная;Бакалея;;;;;99;;;;1;;;;;;;;;;;;;
4670005611981;73;ec2bbdd5-cc22-11de-b3e0-000ea6f87aa1;Фасоль "Ларица" 650 г.;Фасоль "Ларица" 650 г.;шт;Крупа фасованная;Бакалея;;;;;99;;;;1;;;;;;;;;;;;;
4810272000136;77;2da4ad7e-cc28-11de-b3e0-000ea6f87aa1;Сахар прессованный в кубиках 0,5 гр;Сахар прессованный в кубиках 0,5 гр;шт;Сахар;Бакалея;;;;;44;;;;6;;;;;;;;;;;;;
4810272003304;77;2da4ad7e-cc28-11de-b3e0-000ea6f87aa1;Сахар прессованный в кубиках 0,5 гр;Сахар прессованный в кубиках 0,5 гр;шт;Сахар;Бакалея;;;;;44;;;;6;;;;;;;;;;;;;
;81;2da4ad84-cc28-11de-b3e0-000ea6f87aa1;Горох колотый крупа кг/684/;Горох колотый крупа кг/684/;кг;Крупа весовая;Бакалея;;;;;26;;;;2;;;;;;;;;;;;;
;82;2da4ad86-cc28-11de-b3e0-000ea6f87aa1;Гречневая крупа кг/685/;Гречневая крупа кг/685/;кг;Крупа весовая;Бакалея;;;;;38;;;;7,11;;;;;;;;;;;;;
;83;2da4ad88-cc28-11de-b3e0-000ea6f87aa1;Перловая крупа кг/686/;Перловая крупа кг/686/;кг;Крупа весовая;Бакалея;;;;;26;;;;8,42;;;;;;;;;;;;;
;84;2da4ad8a-cc28-11de-b3e0-000ea6f87aa1;Рис круглозерный крупа г. Краснодар/687/;Рис круглозерный крупа г. Краснодар/687/;кг;Крупа весовая;Бакалея;;;;;54;;;;9;;;;;;;;;;;;;
;104;9a72d852-ccdd-11de-b3e2-000ea6f87aa1;Карамель Ломтик со вк. апельсина - лимона кг/698/;Карамель Ломтик со вк. апельсина - лимона кг/698/;кг;Карамель;Конфеты весовые;Кондитерские изделия;;;;132;;;;0,814;;;;;;;;;;;;;
4605627008710;126;785910b7-cce4-11de-b3e2-000ea6f87aa1;Нежный напиток йогурт. с соком 0,1% 470 гр;Нежный напиток йогурт. с соком 0,1% 470 гр;шт;Йогурты, творожки;Молочная продукция;;;;;78;;;;10;;;;;;;;;;;;;
4605627008734;126;785910b7-cce4-11de-b3e2-000ea6f87aa1;Нежный напиток йогурт. с соком 0,1% 470 гр;Нежный напиток йогурт. с соком 0,1% 470 гр;шт;Йогурты, творожки;Молочная продукция;;;;;78;;;;10;;;;;;;;;;;;;
6920138710524;131;785910c1-cce4-11de-b3e2-000ea6f87aa1;Конфета кольцо+ подарок ;Конфета кольцо+ подарок ;шт;Игрушки;;;;;;66;;;;2;;;;;;;;;;;;;
4606779480102;154;e78e12ca-ccf6-11de-b3e2-000ea6f87aa1;Услада йогурт 1,2%  Ehrmann 95 г;Услада йогурт 1,2%  Ehrmann 95 г;шт;Йогурты, творожки;Молочная продукция;;;;;18;;;;4;;;;;;;;;;;;;
4606779480201;154;e78e12ca-ccf6-11de-b3e2-000ea6f87aa1;Услада йогурт 1,2%  Ehrmann 95 г;Услада йогурт 1,2%  Ehrmann 95 г;шт;Йогурты, творожки;Молочная продукция;;;;;18;;;;4;;;;;;;;;;;;;
4606779480300;154;e78e12ca-ccf6-11de-b3e2-000ea6f87aa1;Услада йогурт 1,2%  Ehrmann 95 г;Услада йогурт 1,2%  Ehrmann 95 г;шт;Йогурты, творожки;Молочная продукция;;;;;18;;;;4;;;;;;;;;;;;;
4606779480409;154;e78e12ca-ccf6-11de-b3e2-000ea6f87aa1;Услада йогурт 1,2%  Ehrmann 95 г;Услада йогурт 1,2%  Ehrmann 95 г;шт;Йогурты, творожки;Молочная продукция;;;;;18;;;;4;;;;;;;;;;;;;
4606779623103;154;e78e12ca-ccf6-11de-b3e2-000ea6f87aa1;Услада йогурт 1,2%  Ehrmann 95 г;Услада йогурт 1,2%  Ehrmann 95 г;шт;Йогурты, творожки;Молочная продукция;;;;;18;;;;4;;;;;;;;;;;;;
4606779033100;155;91ad1ba8-ccfa-11de-b3e3-000ea6f87aa1;Услада Сливочная йогурт 5,1%  Ehrmann 95г;Услада Сливочная йогурт 5,1%  Ehrmann 95г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779033209;155;91ad1ba8-ccfa-11de-b3e3-000ea6f87aa1;Услада Сливочная йогурт 5,1%  Ehrmann 95г;Услада Сливочная йогурт 5,1%  Ehrmann 95г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779033308;155;91ad1ba8-ccfa-11de-b3e3-000ea6f87aa1;Услада Сливочная йогурт 5,1%  Ehrmann 95г;Услада Сливочная йогурт 5,1%  Ehrmann 95г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779033407;155;91ad1ba8-ccfa-11de-b3e3-000ea6f87aa1;Услада Сливочная йогурт 5,1%  Ehrmann 95г;Услада Сливочная йогурт 5,1%  Ehrmann 95г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779623202;155;91ad1ba8-ccfa-11de-b3e3-000ea6f87aa1;Услада Сливочная йогурт 5,1%  Ehrmann 95г;Услада Сливочная йогурт 5,1%  Ehrmann 95г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779040108;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779040207;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779040702;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779040801;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779041105;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779041204;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779041303;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779683206;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779683305;156;91ad1baa-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;Эрмигурт  йогурт легкий 0,3% Ehrmann  115 г;шт;Йогурты, творожки;Молочная продукция;;;;;21;;;;4;;;;;;;;;;;;;
4606779221101;157;91ad1bac-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт пудинг в ассортименте 3,2% 100 гр;Эрмигурт пудинг в ассортименте 3,2% 100 гр;шт;Йогурты, творожки;Молочная продукция;;;;;24;;;;8;;;;;;;;;;;;;
4606779221200;157;91ad1bac-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт пудинг в ассортименте 3,2% 100 гр;Эрмигурт пудинг в ассортименте 3,2% 100 гр;шт;Йогурты, творожки;Молочная продукция;;;;;24;;;;8;;;;;;;;;;;;;
4606779221309;157;91ad1bac-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт пудинг в ассортименте 3,2% 100 гр;Эрмигурт пудинг в ассортименте 3,2% 100 гр;шт;Йогурты, творожки;Молочная продукция;;;;;24;;;;8;;;;;;;;;;;;;
4606779608100;157;91ad1bac-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт пудинг в ассортименте 3,2% 100 гр;Эрмигурт пудинг в ассортименте 3,2% 100 гр;шт;Йогурты, творожки;Молочная продукция;;;;;24;;;;8;;;;;;;;;;;;;
4606779608209;157;91ad1bac-ccfa-11de-b3e3-000ea6f87aa1;Эрмигурт пудинг в ассортименте 3,2% 100 гр;Эрмигурт пудинг в ассортименте 3,2% 100 гр;шт;Йогурты, творожки;Молочная продукция;;;;;24;;;;8;;;;;;;;;;;;;
